2020-12-28 15:05:05.293 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:05:15.297 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:05:25.298 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:05:35.300 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:05:45.303 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:05:55.304 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:06:05.307 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:06:15.308 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:06:25.312 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:06:35.313 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:06:45.315 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:06:55.317 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:07:05.319 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:07:15.324 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:07:25.326 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:07:35.329 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:07:45.332 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:07:55.334 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:08:05.337 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:08:15.338 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:08:25.340 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:08:35.341 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
2020-12-28 15:08:45.344 [main] INFO  com.gmcc.yzcardmessage.service.impl.SendTradeMessageImpl - 本次记录待发送条数:0
